lead_id,lead_stage,event_id,event_type,event_timestamp,event_outcome,days_since_last_contact,days_since_creation,total_emails_sent,total_calls_made,total_meetings,last_email_sentiment,response_rate,next_action_taken
L2240,New,E2240,Email,2023-04-04 08:00:00,Opened,1,37,16,17,1,Positive,0.51,Call
L2241,New,E2241,Call,2023-04-04 09:00:00,Replied,0,94,27,12,0,Positive,0.38,Wait
L2242,Proposal,E2242,Email,2023-04-04 10:00:00,Replied,13,117,26,9,2,Neutral,0.21,Email
L2243,New,E2243,Meeting,2023-04-04 11:00:00,No-show,7,83,14,7,7,Negative,0.75,Wait
L2244,Qualified,E2244,Demo,2023-04-04 12:00:00,Replied,6,53,17,9,4,Positive,0.15,Email
L2245,Proposal,E2245,Call,2023-04-04 13:00:00,Replied,6,80,15,13,3,Negative,0.8,Call
L2246,Proposal,E2246,Demo,2023-04-04 14:00:00,Opened,3,24,12,13,4,Positive,0.56,Email
L2247,New,E2247,Meeting,2023-04-04 15:00:00,No-show,10,108,20,19,5,Positive,0.83,Email
L2248,Proposal,E2248,Email,2023-04-04 16:00:00,No-show,8,21,16,10,5,Negative,0.0,Call
L2249,New,E2249,Call,2023-04-04 17:00:00,No-show,5,100,7,5,4,Negative,0.75,Close
L2250,New,E2250,Meeting,2023-04-04 18:00:00,Replied,1,40,0,0,5,Negative,0.05,Close
L2251,New,E2251,Call,2023-04-04 19:00:00,No-show,13,103,28,18,8,Negative,0.95,Call
L2252,New,E2252,Call,2023-04-04 20:00:00,Opened,0,111,24,6,4,Neutral,0.7,Close
L2253,New,E2253,Email,2023-04-04 21:00:00,No-show,0,62,25,17,5,Neutral,0.32,Email
L2254,Proposal,E2254,Meeting,2023-04-04 22:00:00,Opened,8,70,26,2,3,Positive,0.32,Wait
L2255,Qualified,E2255,Demo,2023-04-04 23:00:00,No-show,3,69,2,19,2,Positive,0.86,Call
L2256,Qualified,E2256,Call,2023-04-05 00:00:00,No-show,4,14,15,10,5,Positive,0.9,Email
L2257,Proposal,E2257,Call,2023-04-05 01:00:00,Opened,2,117,27,4,4,Neutral,0.89,Call
L2258,Proposal,E2258,Demo,2023-04-05 02:00:00,No-show,3,109,1,18,3,Negative,0.81,Wait
L2259,Qualified,E2259,Meeting,2023-04-05 03:00:00,No-show,11,42,14,1,4,Positive,0.82,Email
L2260,Qualified,E2260,Call,2023-04-05 04:00:00,No-show,7,50,0,3,6,Neutral,0.57,Email
L2261,Qualified,E2261,Call,2023-04-05 05:00:00,Replied,12,61,8,9,0,Positive,0.03,Wait
L2262,Qualified,E2262,Call,2023-04-05 06:00:00,Opened,3,4,15,1,0,Neutral,0.09,Wait
L2263,Qualified,E2263,Meeting,2023-04-05 07:00:00,No-show,8,72,3,7,0,Negative,0.65,Close
L2264,New,E2264,Meeting,2023-04-05 08:00:00,Opened,8,88,11,0,1,Neutral,0.4,Email
L2265,Proposal,E2265,Demo,2023-04-05 09:00:00,Opened,5,75,0,5,8,Negative,0.57,Wait
L2266,New,E2266,Meeting,2023-04-05 10:00:00,Opened,1,17,0,10,4,Positive,0.23,Wait
L2267,Qualified,E2267,Meeting,2023-04-05 11:00:00,No-show,11,114,6,9,8,Negative,0.65,Email
L2268,Qualified,E2268,Email,2023-04-05 12:00:00,No-show,9,85,17,12,4,Neutral,0.24,Close
L2269,Qualified,E2269,Demo,2023-04-05 13:00:00,Opened,10,57,22,0,6,Positive,0.46,Call
L2270,New,E2270,Call,2023-04-05 14:00:00,Replied,6,90,27,1,5,Positive,0.48,Close
L2271,New,E2271,Meeting,2023-04-05 15:00:00,Opened,8,107,22,2,1,Neutral,0.18,Wait
L2272,Qualified,E2272,Call,2023-04-05 16:00:00,Replied,5,48,14,8,2,Negative,0.88,Call
L2273,New,E2273,Call,2023-04-05 17:00:00,Opened,2,44,25,4,4,Neutral,0.53,Call
L2274,New,E2274,Email,2023-04-05 18:00:00,Opened,13,45,29,9,3,Negative,0.87,Close
L2275,Qualified,E2275,Meeting,2023-04-05 19:00:00,Opened,14,91,24,9,5,Negative,0.26,Call
L2276,New,E2276,Demo,2023-04-05 20:00:00,No-show,6,80,12,11,7,Positive,0.17,Wait
L2277,Proposal,E2277,Meeting,2023-04-05 21:00:00,Replied,4,119,15,17,7,Negative,0.02,Email
L2278,Proposal,E2278,Call,2023-04-05 22:00:00,Replied,0,90,6,0,2,Positive,0.09,Email
L2279,Proposal,E2279,Demo,2023-04-05 23:00:00,Opened,2,117,15,2,3,Neutral,0.15,Email
L2280,Proposal,E2280,Meeting,2023-04-06 00:00:00,No-show,4,33,12,4,0,Neutral,0.08,Close
L2281,Qualified,E2281,Call,2023-04-06 01:00:00,No-show,6,31,13,16,1,Positive,0.9,Email
L2282,Qualified,E2282,Call,2023-04-06 02:00:00,Replied,2,112,16,7,8,Positive,0.91,Email
L2283,Qualified,E2283,Email,2023-04-06 03:00:00,No-show,5,47,11,16,9,Negative,0.94,Email
L2284,Proposal,E2284,Email,2023-04-06 04:00:00,Replied,4,6,28,8,9,Positive,0.96,Call
L2285,Proposal,E2285,Email,2023-04-06 05:00:00,Replied,12,108,23,5,1,Neutral,0.49,Call
L2286,New,E2286,Call,2023-04-06 06:00:00,Replied,0,72,23,16,5,Positive,0.53,Call
L2287,New,E2287,Meeting,2023-04-06 07:00:00,No-show,9,71,19,7,6,Positive,0.13,Wait
L2288,Proposal,E2288,Email,2023-04-06 08:00:00,Replied,5,34,12,6,5,Positive,0.14,Wait
L2289,Proposal,E2289,Meeting,2023-04-06 09:00:00,Replied,13,108,23,6,7,Negative,0.77,Wait
L2290,Proposal,E2290,Email,2023-04-06 10:00:00,Opened,7,53,19,14,8,Positive,0.86,Email
L2291,Proposal,E2291,Demo,2023-04-06 11:00:00,Replied,12,14,14,6,7,Negative,0.78,Call
L2292,New,E2292,Demo,2023-04-06 12:00:00,Replied,12,16,23,7,4,Negative,0.83,Wait
L2293,Proposal,E2293,Email,2023-04-06 13:00:00,Opened,0,43,20,8,7,Positive,0.28,Close
L2294,New,E2294,Call,2023-04-06 14:00:00,Opened,1,116,3,14,9,Negative,0.47,Call
L2295,Proposal,E2295,Email,2023-04-06 15:00:00,No-show,13,73,21,1,9,Positive,0.46,Email
L2296,Proposal,E2296,Email,2023-04-06 16:00:00,Replied,14,74,1,6,8,Neutral,1.0,Call
L2297,Proposal,E2297,Call,2023-04-06 17:00:00,No-show,3,81,27,14,7,Neutral,0.95,Email
L2298,New,E2298,Demo,2023-04-06 18:00:00,No-show,11,12,17,17,1,Negative,0.6,Wait
L2299,New,E2299,Meeting,2023-04-06 19:00:00,Opened,1,70,1,17,1,Neutral,0.14,Email
L2300,Qualified,E2300,Email,2023-04-06 20:00:00,No-show,10,19,24,9,2,Positive,0.26,Email
L2301,Proposal,E2301,Call,2023-04-06 21:00:00,Replied,8,107,14,17,6,Negative,0.36,Close
L2302,Qualified,E2302,Email,2023-04-06 22:00:00,Opened,9,41,29,0,8,Positive,0.87,Call
L2303,Qualified,E2303,Call,2023-04-06 23:00:00,Replied,7,53,25,6,7,Negative,0.17,Email
L2304,New,E2304,Meeting,2023-04-07 00:00:00,Replied,7,29,18,2,8,Negative,0.22,Close
L2305,New,E2305,Meeting,2023-04-07 01:00:00,Opened,3,70,14,13,5,Negative,0.35,Close
L2306,Qualified,E2306,Demo,2023-04-07 02:00:00,Replied,4,59,25,11,0,Negative,0.93,Close
L2307,Proposal,E2307,Call,2023-04-07 03:00:00,Opened,3,89,19,13,3,Neutral,0.5,Wait
L2308,New,E2308,Call,2023-04-07 04:00:00,Replied,12,64,9,3,5,Neutral,0.65,Wait
L2309,Proposal,E2309,Demo,2023-04-07 05:00:00,Opened,8,24,27,12,5,Neutral,0.39,Email
L2310,Proposal,E2310,Demo,2023-04-07 06:00:00,No-show,12,89,23,15,7,Negative,0.19,Call
L2311,Qualified,E2311,Call,2023-04-07 07:00:00,Replied,1,16,19,15,0,Neutral,0.22,Wait
L2312,Qualified,E2312,Demo,2023-04-07 08:00:00,Opened,12,52,10,4,1,Negative,0.8,Wait
L2313,Qualified,E2313,Meeting,2023-04-07 09:00:00,Replied,10,80,25,19,1,Neutral,0.89,Email
L2314,Qualified,E2314,Email,2023-04-07 10:00:00,Replied,7,6,9,5,5,Negative,0.49,Email
L2315,New,E2315,Meeting,2023-04-07 11:00:00,Replied,1,37,28,5,6,Neutral,0.36,Wait
L2316,New,E2316,Demo,2023-04-07 12:00:00,Opened,0,85,22,17,1,Neutral,0.81,Email
L2317,Qualified,E2317,Call,2023-04-07 13:00:00,No-show,9,4,4,5,4,Neutral,0.67,Close
L2318,New,E2318,Call,2023-04-07 14:00:00,No-show,2,98,8,6,5,Negative,0.04,Email
L2319,Qualified,E2319,Meeting,2023-04-07 15:00:00,No-show,8,92,19,15,3,Negative,0.35,Close
L2320,Proposal,E2320,Call,2023-04-07 16:00:00,Opened,11,38,18,8,0,Neutral,0.68,Wait
L2321,Proposal,E2321,Demo,2023-04-07 17:00:00,No-show,2,41,12,12,2,Negative,0.57,Call
L2322,Proposal,E2322,Meeting,2023-04-07 18:00:00,Opened,8,92,17,11,9,Positive,0.98,Close
L2323,Qualified,E2323,Call,2023-04-07 19:00:00,Replied,6,81,16,18,8,Neutral,0.87,Call
L2324,Proposal,E2324,Email,2023-04-07 20:00:00,Replied,12,14,26,0,5,Neutral,0.06,Wait
L2325,New,E2325,Email,2023-04-07 21:00:00,No-show,9,71,5,7,1,Positive,0.73,Email
L2326,Proposal,E2326,Demo,2023-04-07 22:00:00,Opened,0,86,9,3,8,Negative,0.34,Close
L2327,Proposal,E2327,Call,2023-04-07 23:00:00,Replied,9,51,1,18,3,Negative,0.68,Close
L2328,Proposal,E2328,Demo,2023-04-08 00:00:00,Opened,4,65,23,4,7,Negative,0.62,Wait
L2329,New,E2329,Meeting,2023-04-08 01:00:00,Opened,8,93,5,16,9,Neutral,0.5,Wait
L2330,Qualified,E2330,Email,2023-04-08 02:00:00,Replied,11,52,27,2,6,Neutral,0.85,Email
L2331,New,E2331,Meeting,2023-04-08 03:00:00,Opened,14,95,27,18,2,Neutral,0.71,Call
L2332,Qualified,E2332,Call,2023-04-08 04:00:00,Replied,14,30,20,0,7,Neutral,0.89,Close
L2333,Qualified,E2333,Demo,2023-04-08 05:00:00,Replied,2,57,12,0,3,Neutral,0.28,Call
L2334,Proposal,E2334,Demo,2023-04-08 06:00:00,Replied,8,79,17,19,1,Negative,0.35,Close
L2335,Qualified,E2335,Demo,2023-04-08 07:00:00,Opened,4,82,6,8,4,Positive,0.62,Close
L2336,New,E2336,Meeting,2023-04-08 08:00:00,Replied,8,99,1,4,0,Negative,0.97,Email
L2337,New,E2337,Email,2023-04-08 09:00:00,Opened,9,114,28,6,7,Negative,0.37,Close
L2338,Qualified,E2338,Meeting,2023-04-08 10:00:00,Replied,5,30,13,5,7,Neutral,0.03,Close
L2339,Proposal,E2339,Meeting,2023-04-08 11:00:00,Replied,8,98,4,16,2,Positive,0.45,Wait
L2340,Proposal,E2340,Call,2023-04-08 12:00:00,No-show,6,42,17,16,0,Positive,0.54,Email
L2341,New,E2341,Call,2023-04-08 13:00:00,No-show,6,11,10,12,3,Negative,0.8,Wait
L2342,Proposal,E2342,Call,2023-04-08 14:00:00,No-show,7,27,9,11,8,Positive,0.73,Close
L2343,Qualified,E2343,Email,2023-04-08 15:00:00,Opened,6,24,10,3,8,Negative,0.96,Email
L2344,Qualified,E2344,Email,2023-04-08 16:00:00,Opened,11,99,26,7,0,Negative,0.78,Close
L2345,New,E2345,Call,2023-04-08 17:00:00,Replied,8,39,1,4,6,Negative,0.3,Email
L2346,Qualified,E2346,Call,2023-04-08 18:00:00,Replied,10,72,14,4,5,Negative,0.64,Call
L2347,New,E2347,Email,2023-04-08 19:00:00,Replied,8,115,6,12,6,Neutral,0.67,Call
L2348,Qualified,E2348,Demo,2023-04-08 20:00:00,Replied,5,18,8,10,6,Positive,1.0,Email
L2349,New,E2349,Email,2023-04-08 21:00:00,Opened,6,77,4,7,7,Neutral,0.14,Close
L2350,Proposal,E2350,Email,2023-04-08 22:00:00,Replied,1,45,6,7,7,Neutral,0.19,Email
L2351,Qualified,E2351,Email,2023-04-08 23:00:00,Replied,14,88,19,0,9,Neutral,0.16,Close
L2352,Qualified,E2352,Call,2023-04-09 00:00:00,No-show,8,115,1,12,1,Negative,0.59,Call
L2353,New,E2353,Demo,2023-04-09 01:00:00,Replied,11,87,2,4,3,Negative,0.14,Close
L2354,New,E2354,Email,2023-04-09 02:00:00,Replied,12,12,1,7,3,Neutral,0.66,Wait
L2355,Qualified,E2355,Call,2023-04-09 03:00:00,Replied,0,49,20,16,9,Neutral,0.8,Call
L2356,New,E2356,Meeting,2023-04-09 04:00:00,Opened,0,94,21,12,7,Positive,0.43,Wait
L2357,Qualified,E2357,Meeting,2023-04-09 05:00:00,No-show,2,31,22,8,2,Neutral,0.56,Call
L2358,Proposal,E2358,Email,2023-04-09 06:00:00,Replied,11,92,18,1,2,Negative,0.91,Call
L2359,New,E2359,Meeting,2023-04-09 07:00:00,Replied,5,22,3,18,1,Neutral,0.57,Wait
L2360,Qualified,E2360,Demo,2023-04-09 08:00:00,No-show,4,44,23,19,0,Positive,0.21,Email
L2361,Proposal,E2361,Meeting,2023-04-09 09:00:00,Replied,14,92,19,16,7,Positive,0.34,Close
L2362,Proposal,E2362,Meeting,2023-04-09 10:00:00,Opened,1,64,6,6,8,Neutral,0.53,Call
L2363,Qualified,E2363,Demo,2023-04-09 11:00:00,Replied,8,77,27,2,8,Positive,0.15,Close
L2364,New,E2364,Email,2023-04-09 12:00:00,Opened,13,25,21,18,7,Positive,0.61,Call
L2365,Qualified,E2365,Email,2023-04-09 13:00:00,Opened,12,108,6,18,4,Negative,1.0,Close
L2366,Proposal,E2366,Demo,2023-04-09 14:00:00,Replied,9,51,16,8,0,Positive,0.65,Call
L2367,Qualified,E2367,Demo,2023-04-09 15:00:00,No-show,13,110,18,9,8,Positive,0.37,Email
L2368,New,E2368,Demo,2023-04-09 16:00:00,Opened,3,7,21,13,5,Neutral,0.33,Call
L2369,Proposal,E2369,Meeting,2023-04-09 17:00:00,No-show,3,109,15,17,6,Negative,0.93,Email
L2370,Qualified,E2370,Demo,2023-04-09 18:00:00,Replied,4,6,2,14,7,Positive,0.87,Call
L2371,New,E2371,Call,2023-04-09 19:00:00,Opened,14,24,14,0,4,Neutral,0.47,Close
L2372,Proposal,E2372,Meeting,2023-04-09 20:00:00,Replied,7,19,13,5,5,Neutral,0.35,Wait
L2373,New,E2373,Email,2023-04-09 21:00:00,No-show,9,83,14,14,6,Neutral,0.71,Call
L2374,Proposal,E2374,Email,2023-04-09 22:00:00,Replied,3,100,13,5,6,Neutral,0.31,Call
L2375,Qualified,E2375,Email,2023-04-09 23:00:00,Replied,4,115,6,17,1,Neutral,0.12,Email
L2376,New,E2376,Meeting,2023-04-10 00:00:00,Opened,11,9,24,0,0,Neutral,0.31,Close
L2377,Proposal,E2377,Call,2023-04-10 01:00:00,Replied,3,112,2,2,7,Positive,0.43,Email
L2378,New,E2378,Demo,2023-04-10 02:00:00,Replied,13,36,29,16,4,Negative,0.26,Close
L2379,New,E2379,Demo,2023-04-10 03:00:00,Replied,5,102,16,15,9,Negative,0.22,Close
L2380,Qualified,E2380,Email,2023-04-10 04:00:00,Opened,11,40,9,7,1,Neutral,0.01,Email
L2381,New,E2381,Email,2023-04-10 05:00:00,No-show,2,93,14,16,2,Neutral,0.63,Wait
L2382,Proposal,E2382,Meeting,2023-04-10 06:00:00,No-show,7,24,28,7,5,Negative,0.61,Close
L2383,Proposal,E2383,Call,2023-04-10 07:00:00,Replied,5,48,5,16,9,Positive,0.19,Wait
L2384,Proposal,E2384,Demo,2023-04-10 08:00:00,Opened,9,63,27,8,5,Neutral,0.94,Email
L2385,Proposal,E2385,Meeting,2023-04-10 09:00:00,Replied,4,69,16,11,7,Negative,0.41,Wait
L2386,Qualified,E2386,Demo,2023-04-10 10:00:00,No-show,12,53,16,18,4,Negative,0.03,Close
L2387,New,E2387,Email,2023-04-10 11:00:00,Opened,14,54,13,3,4,Neutral,0.22,Email
L2388,Qualified,E2388,Demo,2023-04-10 12:00:00,No-show,1,42,23,10,6,Negative,0.69,Wait
L2389,New,E2389,Call,2023-04-10 13:00:00,No-show,9,119,24,3,9,Positive,0.2,Email
L2390,New,E2390,Call,2023-04-10 14:00:00,Opened,9,45,17,13,4,Negative,0.05,Email
L2391,New,E2391,Email,2023-04-10 15:00:00,Opened,6,90,24,13,8,Neutral,0.62,Wait
L2392,Qualified,E2392,Call,2023-04-10 16:00:00,Replied,1,14,4,5,5,Neutral,0.52,Close
L2393,New,E2393,Call,2023-04-10 17:00:00,Replied,0,103,28,16,6,Negative,0.76,Close
L2394,Qualified,E2394,Meeting,2023-04-10 18:00:00,No-show,6,29,7,1,7,Negative,0.77,Close
L2395,Proposal,E2395,Demo,2023-04-10 19:00:00,Opened,4,116,6,7,4,Neutral,0.96,Close
L2396,Proposal,E2396,Email,2023-04-10 20:00:00,Opened,0,6,22,3,3,Positive,0.06,Call
L2397,New,E2397,Email,2023-04-10 21:00:00,Replied,14,7,3,9,7,Negative,0.04,Email
L2398,Qualified,E2398,Email,2023-04-10 22:00:00,No-show,3,37,17,6,9,Positive,0.99,Email
L2399,Proposal,E2399,Email,2023-04-10 23:00:00,No-show,11,53,4,3,8,Positive,0.64,Call
L2400,Qualified,E2400,Email,2023-04-11 00:00:00,Replied,12,18,15,15,0,Neutral,0.72,Email
L2401,Qualified,E2401,Call,2023-04-11 01:00:00,Opened,3,87,13,13,2,Neutral,0.1,Email
L2402,New,E2402,Meeting,2023-04-11 02:00:00,Replied,9,108,26,15,3,Neutral,0.07,Wait
L2403,Proposal,E2403,Email,2023-04-11 03:00:00,Replied,6,38,26,8,6,Positive,0.16,Call
L2404,New,E2404,Meeting,2023-04-11 04:00:00,Replied,8,59,18,3,5,Neutral,0.43,Email
L2405,New,E2405,Meeting,2023-04-11 05:00:00,Replied,1,1,13,5,9,Neutral,0.11,Email
L2406,Proposal,E2406,Call,2023-04-11 06:00:00,Opened,11,68,8,0,9,Positive,0.45,Call
L2407,Proposal,E2407,Email,2023-04-11 07:00:00,Replied,13,115,5,6,0,Positive,0.56,Call
L2408,Qualified,E2408,Call,2023-04-11 08:00:00,Opened,0,44,16,0,3,Positive,0.0,Wait
L2409,Proposal,E2409,Email,2023-04-11 09:00:00,Replied,1,47,18,18,5,Positive,0.11,Wait
L2410,Qualified,E2410,Call,2023-04-11 10:00:00,No-show,6,35,11,7,2,Negative,0.38,Close
L2411,Qualified,E2411,Meeting,2023-04-11 11:00:00,Opened,12,87,3,2,1,Neutral,0.05,Close
L2412,Qualified,E2412,Email,2023-04-11 12:00:00,No-show,9,91,15,0,1,Negative,0.13,Wait
L2413,Proposal,E2413,Demo,2023-04-11 13:00:00,Replied,5,60,24,0,9,Positive,0.23,Email
L2414,New,E2414,Meeting,2023-04-11 14:00:00,Replied,3,90,10,6,3,Positive,0.43,Call
L2415,Qualified,E2415,Demo,2023-04-11 15:00:00,Replied,0,52,21,12,0,Positive,0.71,Wait
L2416,New,E2416,Meeting,2023-04-11 16:00:00,Opened,12,8,3,0,9,Positive,0.13,Close
L2417,New,E2417,Call,2023-04-11 17:00:00,No-show,0,107,16,15,1,Positive,0.74,Call
L2418,Proposal,E2418,Email,2023-04-11 18:00:00,Opened,4,80,7,13,9,Neutral,0.86,Close
L2419,New,E2419,Meeting,2023-04-11 19:00:00,Opened,14,41,13,3,1,Negative,0.65,Email
L2420,New,E2420,Call,2023-04-11 20:00:00,Replied,0,3,26,11,3,Negative,0.04,Email
L2421,Proposal,E2421,Email,2023-04-11 21:00:00,No-show,11,96,1,11,3,Neutral,0.44,Close
L2422,Qualified,E2422,Email,2023-04-11 22:00:00,Replied,14,69,10,16,0,Neutral,0.66,Call
L2423,New,E2423,Meeting,2023-04-11 23:00:00,Opened,6,84,10,14,6,Neutral,0.98,Close
L2424,Proposal,E2424,Email,2023-04-12 00:00:00,Replied,12,14,23,9,6,Negative,0.95,Call
L2425,New,E2425,Meeting,2023-04-12 01:00:00,No-show,10,96,21,2,9,Negative,0.4,Wait
L2426,New,E2426,Email,2023-04-12 02:00:00,Replied,0,26,23,19,9,Positive,0.62,Close
L2427,Qualified,E2427,Demo,2023-04-12 03:00:00,No-show,0,111,5,19,9,Negative,0.89,Close
L2428,New,E2428,Call,2023-04-12 04:00:00,No-show,1,70,20,11,0,Negative,0.83,Call
L2429,Proposal,E2429,Demo,2023-04-12 05:00:00,Replied,12,58,20,0,7,Neutral,0.48,Wait
L2430,New,E2430,Meeting,2023-04-12 06:00:00,Opened,13,100,13,0,9,Negative,0.26,Call
L2431,Qualified,E2431,Demo,2023-04-12 07:00:00,Replied,10,40,29,9,6,Positive,0.14,Call
L2432,Qualified,E2432,Meeting,2023-04-12 08:00:00,Opened,11,51,9,17,6,Negative,0.49,Close
L2433,Proposal,E2433,Email,2023-04-12 09:00:00,Opened,9,5,25,14,5,Neutral,0.72,Close
L2434,Qualified,E2434,Email,2023-04-12 10:00:00,Replied,2,77,26,1,3,Neutral,0.97,Call
L2435,New,E2435,Meeting,2023-04-12 11:00:00,Opened,12,32,7,16,7,Positive,0.86,Email
L2436,Qualified,E2436,Demo,2023-04-12 12:00:00,Opened,10,80,6,7,1,Positive,0.2,Email
L2437,Proposal,E2437,Email,2023-04-12 13:00:00,Replied,14,1,7,8,6,Negative,0.72,Email
L2438,Qualified,E2438,Call,2023-04-12 14:00:00,Replied,0,77,27,19,2,Positive,0.29,Close
L2439,Qualified,E2439,Email,2023-04-12 15:00:00,Replied,14,54,7,10,2,Positive,0.68,Close
L2440,Qualified,E2440,Call,2023-04-12 16:00:00,Opened,8,11,22,5,6,Neutral,0.67,Wait
L2441,Proposal,E2441,Demo,2023-04-12 17:00:00,No-show,9,53,1,13,2,Neutral,0.27,Close
L2442,Qualified,E2442,Call,2023-04-12 18:00:00,Opened,7,8,26,0,4,Negative,0.23,Wait
L2443,Qualified,E2443,Call,2023-04-12 19:00:00,No-show,4,25,15,6,7,Negative,0.1,Close
L2444,New,E2444,Call,2023-04-12 20:00:00,Replied,12,40,8,8,3,Negative,0.05,Email
L2445,Proposal,E2445,Call,2023-04-12 21:00:00,No-show,10,32,12,10,6,Negative,0.86,Email
L2446,Qualified,E2446,Email,2023-04-12 22:00:00,Replied,1,88,22,15,6,Neutral,0.05,Call
L2447,Proposal,E2447,Call,2023-04-12 23:00:00,Replied,4,28,11,18,1,Negative,0.09,Call
L2448,Qualified,E2448,Email,2023-04-13 00:00:00,No-show,5,78,26,1,7,Negative,0.24,Wait
L2449,Qualified,E2449,Call,2023-04-13 01:00:00,Replied,13,109,21,14,9,Positive,0.89,Wait
L2450,Qualified,E2450,Meeting,2023-04-13 02:00:00,No-show,14,3,24,2,9,Negative,0.33,Call
L2451,New,E2451,Demo,2023-04-13 03:00:00,Replied,0,100,28,3,8,Positive,0.19,Wait
L2452,New,E2452,Call,2023-04-13 04:00:00,Opened,10,91,16,19,5,Neutral,0.72,Close
L2453,New,E2453,Meeting,2023-04-13 05:00:00,Opened,3,84,26,6,4,Negative,0.32,Email
L2454,Proposal,E2454,Call,2023-04-13 06:00:00,Replied,8,111,1,11,0,Positive,0.33,Call
L2455,Proposal,E2455,Call,2023-04-13 07:00:00,Replied,1,79,12,3,0,Negative,0.74,Call
L2456,New,E2456,Call,2023-04-13 08:00:00,No-show,4,62,0,9,8,Positive,0.25,Close
L2457,Proposal,E2457,Meeting,2023-04-13 09:00:00,Opened,0,27,25,5,3,Negative,0.9,Wait
L2458,Qualified,E2458,Demo,2023-04-13 10:00:00,No-show,3,117,27,13,0,Neutral,0.56,Call
L2459,Qualified,E2459,Meeting,2023-04-13 11:00:00,Replied,3,45,18,2,9,Neutral,0.54,Call
L2460,Qualified,E2460,Demo,2023-04-13 12:00:00,Replied,5,105,10,16,2,Positive,0.26,Close
L2461,New,E2461,Call,2023-04-13 13:00:00,No-show,9,92,4,10,5,Positive,0.84,Email
L2462,Proposal,E2462,Email,2023-04-13 14:00:00,Replied,8,25,0,9,7,Neutral,0.57,Call
L2463,New,E2463,Call,2023-04-13 15:00:00,Opened,2,106,19,9,9,Negative,0.16,Call
L2464,Proposal,E2464,Demo,2023-04-13 16:00:00,No-show,8,61,29,9,1,Positive,0.21,Close
L2465,Qualified,E2465,Meeting,2023-04-13 17:00:00,Opened,5,44,12,2,7,Neutral,0.47,Call
L2466,New,E2466,Call,2023-04-13 18:00:00,Opened,6,110,7,14,0,Positive,0.78,Call
L2467,Proposal,E2467,Meeting,2023-04-13 19:00:00,Opened,11,97,5,16,1,Neutral,0.94,Email
L2468,Proposal,E2468,Meeting,2023-04-13 20:00:00,No-show,9,46,28,17,7,Neutral,0.66,Call
L2469,Qualified,E2469,Meeting,2023-04-13 21:00:00,Replied,1,14,16,18,6,Positive,0.51,Close
L2470,New,E2470,Call,2023-04-13 22:00:00,Opened,10,8,11,18,4,Positive,0.25,Email
L2471,New,E2471,Meeting,2023-04-13 23:00:00,Opened,9,48,0,11,9,Neutral,0.67,Email
L2472,New,E2472,Meeting,2023-04-14 00:00:00,Opened,13,14,2,4,1,Negative,0.98,Email
L2473,Qualified,E2473,Call,2023-04-14 01:00:00,Replied,5,65,13,15,8,Neutral,0.48,Wait
L2474,New,E2474,Meeting,2023-04-14 02:00:00,Replied,5,80,25,14,4,Negative,0.16,Close
L2475,Qualified,E2475,Call,2023-04-14 03:00:00,No-show,1,82,7,14,7,Negative,0.1,Wait
L2476,Qualified,E2476,Demo,2023-04-14 04:00:00,Replied,1,7,10,5,3,Negative,0.27,Call
L2477,Qualified,E2477,Demo,2023-04-14 05:00:00,No-show,13,79,26,11,8,Positive,0.57,Email
L2478,Proposal,E2478,Demo,2023-04-14 06:00:00,No-show,1,88,13,1,9,Neutral,0.95,Wait
L2479,New,E2479,Meeting,2023-04-14 07:00:00,No-show,9,49,7,19,6,Neutral,0.3,Call
L2480,New,E2480,Email,2023-04-14 08:00:00,No-show,11,115,28,8,1,Negative,0.31,Wait
L2481,Qualified,E2481,Email,2023-04-14 09:00:00,No-show,0,55,2,3,2,Negative,0.48,Email
L2482,Qualified,E2482,Meeting,2023-04-14 10:00:00,Opened,4,13,6,4,1,Negative,0.92,Call
L2483,New,E2483,Email,2023-04-14 11:00:00,Replied,7,73,27,7,4,Neutral,0.42,Email
L2484,Qualified,E2484,Call,2023-04-14 12:00:00,Opened,1,56,18,9,1,Negative,0.22,Email
L2485,New,E2485,Email,2023-04-14 13:00:00,No-show,12,56,3,6,4,Neutral,0.16,Wait
L2486,Proposal,E2486,Meeting,2023-04-14 14:00:00,Replied,14,15,24,13,8,Neutral,0.46,Close
L2487,Qualified,E2487,Meeting,2023-04-14 15:00:00,Opened,4,57,15,4,1,Positive,0.8,Call
L2488,New,E2488,Call,2023-04-14 16:00:00,Opened,11,58,12,15,8,Negative,0.29,Call
L2489,Qualified,E2489,Demo,2023-04-14 17:00:00,No-show,7,35,19,14,6,Negative,0.51,Close
L2490,New,E2490,Meeting,2023-04-14 18:00:00,Opened,9,88,18,4,6,Negative,0.6,Call
L2491,New,E2491,Call,2023-04-14 19:00:00,Opened,13,97,4,2,4,Positive,0.45,Wait
L2492,Qualified,E2492,Email,2023-04-14 20:00:00,Opened,4,16,22,9,7,Negative,0.19,Call
L2493,Proposal,E2493,Email,2023-04-14 21:00:00,Opened,1,8,4,4,6,Neutral,0.92,Wait
L2494,New,E2494,Call,2023-04-14 22:00:00,Opened,2,93,19,14,5,Negative,0.57,Call
L2495,New,E2495,Call,2023-04-14 23:00:00,No-show,14,87,23,17,1,Neutral,0.73,Wait
